,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,Contract Years,total_premiums_paid,net_value_of_customer,policy_bind_year,scaled_risk,age_at_policy_inception
786,85,27,753452,IL,500/1000,2000,1174.14,0,602416,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,YES,0,0,NO,59070,10740,5370,42960,Toyota,Camry,2012,N,Young Adult,7.083333333333333,8316.825,-50753.175,1996,0.2535083587726471,19.916666666666668
787,133,30,920554,IN,500/1000,1000,1231.01,0,459562,MALE,College,adm-clerical,board-games,husband,0,-31700,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,?,28440,3160,3160,22120,Dodge,Neon,2007,N,Young Adult,11.083333333333334,13643.694166666666,-14796.305833333334,2005,0.16739177693318927,18.916666666666664
788,119,34,594783,IL,250/500,500,1299.18,0,463271,FEMALE,College,tech-support,hiking,wife,57100,0,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,Civic,1998,Y,Middle Aged,9.916666666666666,12883.535,-32656.465,2011,0.21740163780937757,24.083333333333336
789,169,34,725330,IN,100/300,500,1469.75,0,458132,FEMALE,JD,sales,reading,not-in-family,0,-57600,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,?,0,0,YES,38700,7740,3870,27090,Volkswagen,Passat,2012,N,Middle Aged,14.083333333333334,20698.979166666668,-18001.020833333332,1996,0.1533867769628386,19.916666666666664
790,225,39,607259,OH,250/500,500,1390.72,0,448949,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,2015-02-20,Parked Car,?,Trivial Damage,None,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,2011,N,Middle Aged,18.75,26076.0,20246.0,1996,-0.8471322106833186,20.25
791,84,32,979336,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,2,?,57240,4770,9540,42930,BMW,X6,1995,Y,Middle Aged,7.0,11858.63,-45381.37,2001,0.2366433554806652,25.0
792,169,39,865201,OH,100/300,2000,1140.15,0,608929,MALE,High School,armed-forces,exercise,husband,0,-36800,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,2015,N,Middle Aged,14.083333333333334,16057.112500000001,-30142.887499999997,2001,0.20097544934733583,24.916666666666664
793,124,32,140977,IN,100/300,1000,1310.71,0,469875,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003,N,Middle Aged,10.333333333333334,13544.003333333334,-44155.996666666666,2006,0.2296416261258876,21.666666666666664
794,320,48,787351,IL,250/500,2000,1730.49,7000000,443342,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,1995,N,Middle Aged,26.666666666666668,46146.4,-10013.599999999999,2013,0.08050811812532628,21.333333333333332
795,297,47,272330,IN,250/500,500,1616.65,7000000,456363,MALE,MD,adm-clerical,movies,unmarried,0,-59500,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,?,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,N,Middle Aged,24.75,40012.0875,-4387.9124999999985,2009,0.060314654475087756,22.25
796,421,56,728025,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,?,2,3,?,92730,16860,8430,67440,Mercedes,E400,2004,Y,Elderly,35.083333333333336,67916.07083333333,-24813.92916666667,1990,0.10319419572773697,20.916666666666664
797,136,33,804608,OH,250/500,1000,855.14,0,458582,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015,N,Middle Aged,11.333333333333334,9691.586666666668,-21008.41333333333,2002,0.2090727776118991,21.666666666666664
798,46,24,718829,OH,250/500,2000,1568.47,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,?,56600,11320,5660,39620,Toyota,Camry,1999,N,Young Adult,3.8333333333333335,6012.468333333334,-50587.53166666666,1999,0.2622914509097964,20.166666666666668
799,34,24,482404,IN,500/1000,2000,1550.53,0,435632,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,2015-02-01,Parked Car,?,Trivial Damage,None,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,?,3960,660,660,2640,Audi,A3,1998,N,Young Adult,2.8333333333333335,4393.168333333334,433.168333333334,2011,0.007412739366698121,21.166666666666668
800,95,30,331170,IL,250/500,2000,1370.92,0,442206,MALE,College,transport-moving,video-games,unmarried,48900,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,?,34800,3480,6960,24360,Accura,MDX,1999,N,Young Adult,7.916666666666667,10853.116666666667,-23946.88333333333,1995,0.2100422544838559,22.083333333333332
801,140,36,753056,IN,250/500,500,1363.59,0,468303,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,?,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,N,Middle Aged,11.666666666666666,15908.55,-63591.45,1991,0.23843872956846016,24.333333333333336
802,200,34,910365,IN,250/500,1000,828.42,3000000,467762,FEMALE,College,prof-specialty,basketball,other-relative,0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,?,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,N,Middle Aged,16.666666666666668,13807.0,-42193.0,2001,0.2266379006943294,17.333333333333332
803,123,29,379268,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,Y,Young Adult,10.25,12398.7075,-60861.292499999996,2012,0.24628079638788966,18.75
804,267,46,362843,OH,250/500,2000,1111.17,0,469438,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,2015-02-03,Parked Car,?,Trivial Damage,None,WV,Arlington,4905 Best Lane,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,Camry,1995,N,Middle Aged,22.25,24723.5325,19773.5325,2004,-0.9797411185166064,23.75
805,290,42,135400,IN,500/1000,500,989.97,0,462519,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013,N,Middle Aged,24.166666666666668,23924.275,-24075.725,2014,0.16264402946500686,17.833333333333332
806,45,37,798579,IN,250/500,1000,1114.23,0,432534,MALE,College,prof-specialty,dancing,wife,0,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,N,Middle Aged,3.75,4178.3625,-48021.6375,2011,0.26894369837937976,33.25
807,186,38,250833,IN,250/500,2000,1347.31,0,436467,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,?,73800,12300,12300,49200,Audi,A3,1995,N,Middle Aged,15.5,20883.304999999997,-52916.69500000001,2008,0.21738494358822832,22.5
808,135,34,824116,IL,250/500,2000,1687.53,0,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,?,1,2,NO,78200,15640,7820,54740,Audi,A3,2009,N,Middle Aged,11.25,18984.7125,-59215.2875,1998,0.22759889607463488,22.75
809,110,33,322613,IN,250/500,1000,1183.48,0,442389,MALE,Associate,other-service,bungie-jumping,husband,0,0,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,?,2,3,NO,55200,13800,9200,32200,Saab,93,2015,Y,Middle Aged,9.166666666666666,10848.566666666668,-44351.433333333334,1995,0.23934718974232602,23.833333333333336
810,259,43,871305,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012,N,Middle Aged,21.583333333333332,33176.38916666667,-23883.610833333332,1992,0.1415538032123497,21.416666666666668
811,114,30,488037,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,2015-02-25,Vehicle Theft,?,Minor Damage,None,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013,N,Young Adult,9.5,11145.875,6465.875,2007,-0.3158258551149361,20.5
812,404,56,485813,IN,250/500,1000,1361.16,4000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005,Y,Elderly,33.666666666666664,45825.72,-7274.279999999999,2010,0.0700115312767611,22.333333333333336
813,282,48,886473,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,2015-02-09,Vehicle Theft,?,Minor Damage,None,WV,Springfield,2809 Francis Lane,7,1,?,1,2,NO,3520,640,320,2560,Accura,MDX,2013,N,Middle Aged,23.5,33430.16,29910.160000000003,1991,-2.1237322517779145,24.5
814,57,25,907113,IL,500/1000,2000,1143.06,0,469363,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010,N,Young Adult,4.75,5429.535,-67470.465,1996,0.27035789674526445,20.25
815,215,38,833321,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,?,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,N,Middle Aged,17.916666666666668,25185.6375,-45514.3625,2010,0.19877109732209478,20.083333333333332
816,140,30,521592,IL,100/300,500,1354.2,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,?,0,0,?,60170,5470,10940,43760,Nissan,Pathfinder,2006,N,Young Adult,11.666666666666666,15799.000000000002,-44371.0,2014,0.22256781883658106,18.333333333333336
817,250,42,254837,IN,100/300,500,1055.6,0,457962,MALE,High School,exec-managerial,paintball,husband,69500,-40700,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,?,1,1,?,74800,13600,6800,54400,Ford,Fusion,2009,Y,Middle Aged,20.833333333333332,21991.666666666664,-52808.333333333336,2004,0.21458130775862655,21.166666666666668
818,286,41,634499,IL,250/500,1000,999.43,0,477947,MALE,College,prof-specialty,paintball,wife,25800,0,2015-01-01,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,?,4100,820,410,2870,Chevrolet,Malibu,2009,N,Middle Aged,23.833333333333332,23819.748333333333,19719.748333333333,2000,-1.1868238043905193,17.166666666666668
819,356,47,574707,IN,250/500,2000,1155.97,0,431104,MALE,High School,prof-specialty,camping,husband,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,?,61490,5590,11180,44720,Dodge,RAM,2009,N,Middle Aged,29.666666666666668,34293.776666666665,-27196.223333333335,2005,0.1475796809147482,17.333333333333332
820,65,29,476839,IL,250/500,1000,1726.91,0,456570,MALE,High School,other-service,basketball,own-child,0,0,2015-01-28,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,4453 Best Ave,14,1,?,0,0,?,7200,720,1440,5040,Audi,A5,1999,N,Young Adult,5.416666666666667,9354.095833333333,2154.095833333333,1990,-0.040809405658240795,23.583333333333332
821,187,34,149601,IN,500/1000,500,1232.57,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,?,0,0,?,45100,8200,4100,32800,Nissan,Pathfinder,2011,N,Middle Aged,15.583333333333334,19207.549166666664,-25892.450833333336,2003,0.1810732903207299,18.416666666666664
822,386,53,630683,OH,250/500,500,1078.65,0,615730,MALE,JD,craft-repair,camping,not-in-family,36800,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,?,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006,N,Middle Aged,32.166666666666664,34696.575000000004,-31963.424999999996,2007,0.15703446440027233,20.833333333333336
823,197,41,500639,OH,500/1000,1000,1324.78,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y,Middle Aged,16.416666666666668,21748.471666666665,-54651.528333333335,1996,0.21695447575443172,24.583333333333332
824,166,37,352120,IN,250/500,500,1518.54,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,2001,N,Middle Aged,13.833333333333334,21006.47,-37293.53,1994,0.19773337060121654,23.166666666666664
825,293,49,569245,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,transport-moving,skydiving,husband,34900,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,?,1,1,?,57310,5210,10420,41680,Volkswagen,Passat,2002,N,Middle Aged,24.416666666666668,30253.715,-27056.285,1995,0.1551555095220546,24.583333333333332
826,179,32,907012,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,?,0,1,?,53100,5900,5900,41300,Suburu,Impreza,2006,N,Middle Aged,14.916666666666666,18596.31,-34503.69,1996,0.20030050948350817,17.083333333333336
827,76,24,700074,OH,250/500,1000,1622.67,0,600313,FEMALE,MD,priv-house-serv,paintball,husband,0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,?,74700,14940,7470,52290,Suburu,Forrestor,1997,N,Young Adult,6.333333333333333,10276.91,-64423.09,2011,0.25432656531661013,17.666666666666668
828,105,28,866805,OH,250/500,500,1082.36,0,452216,FEMALE,Associate,prof-specialty,golf,own-child,0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995,N,Young Adult,8.75,9470.65,-51029.35,1995,0.24950828994358842,19.25
829,97,26,951863,OH,250/500,1000,1270.55,0,478532,MALE,Masters,protective-serv,chess,unmarried,0,-72100,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,Y,Young Adult,8.083333333333334,10270.279166666667,-74649.72083333333,1997,0.25855315564543724,17.916666666666664
830,148,36,211578,IL,500/1000,1000,1236.32,5000000,616929,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009,N,Middle Aged,12.333333333333334,15247.946666666665,-45802.05333333334,1996,0.22582281291191114,23.666666666666664
831,77,26,357394,IL,250/500,2000,785.82,0,620207,MALE,JD,exec-managerial,movies,other-relative,49700,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,?,69080,12560,6280,50240,Audi,A5,2009,Y,Young Adult,6.416666666666667,5042.345,-64037.655,2008,0.27073555145538486,19.583333333333332
832,295,46,863749,IN,250/500,500,1265.84,0,605743,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,2015-01-16,Vehicle Theft,?,Minor Damage,None,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N,Middle Aged,24.583333333333332,31118.566666666666,26558.566666666666,2009,-1.4445974024988106,21.416666666666668
833,126,28,596914,IN,250/500,500,1508.9,0,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,?,67800,11300,11300,45200,Ford,F150,2011,N,Young Adult,10.5,15843.45,-51956.55,1992,0.22990897103333843,17.5
834,132,32,684653,OH,250/500,2000,1106.84,0,464362,MALE,PhD,other-service,reading,wife,43100,-31900,2015-01-07,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,N,Middle Aged,11.0,12175.24,6575.24,1997,-0.2631184553121102,21.0
835,370,55,528259,IN,500/1000,2000,1389.13,7000000,456203,MALE,JD,other-service,basketball,wife,0,-53200,2015-02-17,Vehicle Theft,?,Minor Damage,None,NC,Northbrook,4814 Lincoln Lane,6,1,?,0,2,?,9000,900,1800,6300,Mercedes,ML350,2015,N,Middle Aged,30.833333333333332,42831.50833333333,33831.50833333333,2012,-0.9198816450665294,24.166666666666668
836,257,43,797636,IN,100/300,1000,974.84,0,468984,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N,Middle Aged,21.416666666666668,20877.823333333334,-64442.176666666666,1992,0.22710879148725477,21.583333333333332
837,9,24,326180,IL,100/300,2000,1304.46,0,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,2015-01-31,Vehicle Theft,?,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,Y,Young Adult,0.75,978.345,-4961.655,2002,0.2474337893510768,23.25
838,185,34,620075,OH,250/500,500,1257.36,0,474771,FEMALE,PhD,armed-forces,movies,husband,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,?,51370,9340,4670,37360,BMW,M5,2000,Y,Middle Aged,15.416666666666666,19384.3,-31985.7,2010,0.193406480833529,18.583333333333336
839,234,43,965187,OH,250/500,500,1257.04,0,448294,MALE,Associate,protective-serv,reading,own-child,0,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,N,Middle Aged,19.5,24512.28,-27087.72,1990,0.16858387593153792,23.5
840,253,44,516182,OH,100/300,2000,719.52,0,606606,FEMALE,High School,farming-fishing,golf,own-child,45800,0,2015-02-13,Parked Car,?,Trivial Damage,None,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,?,5400,600,600,4200,Chevrolet,Malibu,1998,N,Middle Aged,21.083333333333332,15169.880000000001,9769.880000000001,2007,-0.4244789498616363,22.916666666666668
841,233,39,728839,OH,500/1000,2000,1524.18,0,605220,MALE,JD,craft-repair,reading,unmarried,0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,95,1999,N,Middle Aged,19.416666666666668,29594.495,-19275.505,2001,0.1354188714170332,19.583333333333332
842,274,44,771509,IN,500/1000,500,1395.58,0,466612,FEMALE,JD,tech-support,reading,husband,0,0,2015-02-05,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,?,5590,860,860,3870,BMW,X5,2000,N,Middle Aged,22.833333333333332,31865.743333333332,26275.743333333332,2006,-1.159077678796709,21.166666666666668
843,297,48,264221,IL,500/1000,1000,1243.68,0,463331,MALE,Masters,protective-serv,camping,wife,0,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,?,0,2,?,54960,6870,0,48090,Toyota,Corolla,2002,Y,Middle Aged,24.75,30781.08,-24178.92,2014,0.14698253862883595,23.25
844,273,47,602704,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,2014,N,Middle Aged,22.75,27050.659999999996,-12749.340000000004,2011,0.11659464385916381,24.25
